Unnamed: 0,name,company,year,Price,kms_driven,fuel_type
5536,Vento Diesel Highline,Volkswagen,2011,275000,125000,Diesel
5537,City 2017-2020 GXi,Honda,2006,200000,178500,Petrol
5538,XUV500 W10 2WD,Mahindra,2017,1500000,66953,Diesel
5539,Micra Diesel XV Premium,Nissan,2012,229999,166000,Diesel
5540,Vento Diesel Comfortline,Volkswagen,2011,280000,131000,Diesel
5541,Wagon R LXI Minor,Maruti,2009,125000,50000,Petrol
5542,Swift ZDI BSIV,Maruti,2015,600000,25000,Diesel
5543,Jazz V,Honda,2018,600000,20000,Petrol
5544,Brio 1.2 VX MT,Honda,2016,411000,60000,Petrol
5545,Eeco 5 Seater AC BSIV,Maruti,2010,150000,170000,Petrol
5546,Ciaz ZDi Plus,Maruti,2015,630000,70000,Diesel
5547,A4 2.0 TDI 177 Bhp Premium Plus,Audi,2013,1200000,110000,Diesel
5548,Swift Dzire AMT VXI BS IV,Maruti,2019,700000,45000,Petrol
5549,Xylo E4 BS IV,Mahindra,2010,250000,60000,Diesel
5550,Enjoy 1.3 TCDi LT 8,Chevrolet,2016,535000,32000,Diesel
5551,TUV 300 T4,Mahindra,2016,600000,60000,Diesel
5552,Accent VIVA CRDi,Hyundai,2003,145000,120000,Diesel
5553,Figo Aspire 1.5 TDCi Trend,Ford,2015,400000,143000,Diesel
5554,Swift Dzire VDI,Maruti,2015,600000,100000,Diesel
5555,Celerio X VXI,Maruti,2018,459999,50000,Petrol
5556,i20 1.4 Asta Option,Hyundai,2018,800000,30000,Diesel
5557,Eeco CNG 5 Seater AC BSIV,Maruti,2017,370000,25000,CNG
5558,Innova 2.5 GX 8 STR BSIV,Toyota,2012,800000,102000,Diesel
5559,Pulse RxL Optional,Renault,2013,290000,90000,Diesel
5560,Swift VDI,Maruti,2018,671000,62000,Diesel
5561,Indigo eCS LX TDI BSIII,Tata,2012,140000,80000,Diesel
5562,Alto Std,Maruti,2011,141000,15000,Petrol
5563,Alto LX,Maruti,2009,125000,70000,Petrol
5564,Indica Vista TDI LS,Tata,2013,150000,90000,Diesel
5565,Wagon R LX Minor,Maruti,2007,125000,100000,Petrol
5566,Grand i10 1.2 Kappa Sportz BSIV,Hyundai,2018,600000,25000,Petrol
5567,i20 1.4 Sportz,Hyundai,2017,700000,40000,Diesel
5568,i20 1.4 Asta Option,Hyundai,2017,700000,70000,Diesel
5569,Swift Dzire VDI,Maruti,2017,740000,40000,Diesel
5570,Indica Vista Aqua 1.4 TDI,Tata,2011,140000,200000,Diesel
5571,Verna CRDi 1.6 SX Option,Hyundai,2018,1150000,35000,Diesel
5572,Octavia Classic 1.9 TDI MT,Skoda,2007,300000,155000,Diesel
5573,Etios G,Toyota,2011,300000,110000,Petrol
5574,Scala Diesel RxE,Renault,2015,530000,110000,Diesel
5575,Grand i10 1.2 CRDi Sportz Option,Hyundai,2017,530000,80000,Diesel
5576,Santro Xing GLS,Hyundai,2011,210000,50000,Petrol
5577,Alto LXi,Maruti,2007,130000,90000,Petrol
5578,Wagon R LXI DUO BSIII,Maruti,2008,148000,80000,LPG
5579,Passat Highline DSG S,Volkswagen,2008,585000,120000,Diesel
5580,i20 1.4 CRDi Magna,Hyundai,2011,270000,105000,Diesel
5581,i10 Magna 1.2 iTech SE,Hyundai,2013,375000,40000,Petrol
5582,XUV500 W6 2WD,Mahindra,2014,725000,141000,Diesel
5583,Bolero LX,Mahindra,2005,350000,15000,Diesel
5584,Verna CRDi ABS,Hyundai,2007,180000,150000,Diesel
5585,Ritz VDi,Maruti,2014,425000,80000,Diesel
5586,EcoSport 1.5 Diesel Titanium BSIV,Ford,2018,900000,25000,Diesel
5587,Sumo Gold CX BSIII,Tata,2017,570000,51000,Diesel
5588,Indica V2 eLS,Tata,2017,290000,40000,Diesel
5589,Figo Diesel ZXI,Ford,2011,229999,40000,Diesel
5590,Figo Diesel EXI,Ford,2012,300000,70000,Diesel
5591,Ritz VDi,Maruti,2010,220000,110000,Diesel
5592,Cruze LTZ,Chevrolet,2011,409999,80000,Diesel
5593,Enjoy TCDi LT 7 Seater,Chevrolet,2013,355000,136000,Diesel
5594,Duster RXL AWD,Renault,2013,695000,120000,Diesel
5595,Swift Dzire Vdi BSIV,Maruti,2010,320000,120000,Diesel
5596,TUV 300 T8,Mahindra,2017,710000,120000,Diesel
5597,Indica V2 DLS TC,Tata,2004,85000,120000,Diesel
5598,Tavera Neo 3 LT 9 Seats BSIV,Chevrolet,2010,409999,210000,Diesel
5599,Polo 1.5 TDI Highline,Volkswagen,2015,550000,90000,Diesel
5600,Swift ZXI ABS,Maruti,2007,215000,100750,Petrol
5601,Accent GLS 1.6 ABS,Hyundai,2006,110000,140000,Petrol
5602,City 2017-2020 EXi,Honda,2007,170000,110000,Petrol
5603,Nexon 1.2 Revotron XZ Plus,Tata,2018,850000,40000,Petrol
5604,i20 Asta 1.4 CRDi (Diesel),Hyundai,2010,350000,148000,Diesel
5605,Santro AT,Hyundai,2005,120000,190000,Petrol
5606,Indica Vista Quadrajet LS,Tata,2015,250000,155000,Diesel
5607,Figo Aspire 1.5 TDCi Titanium,Ford,2015,433000,70000,Diesel
5608,Fortuner 3.0 Diesel,Toyota,2010,1200000,100000,Diesel
5609,EON D Lite Plus,Hyundai,2015,300000,45000,Petrol
5610,Zen LX BSII,Maruti,1998,70000,40000,Petrol
5611,Bolero 2011-2019 EX AC,Mahindra,2017,760000,90000,Diesel
5612,EON Era Plus,Hyundai,2014,250000,20000,Petrol
5613,Santro Xing GL Plus,Hyundai,2013,187000,120000,Petrol
5614,XE 2016-2019 2.0L Diesel Prestige,Jaguar,2017,2711000,9000,Diesel
5615,ES 300h,Lexus,2019,5150000,20000,Petrol
5616,XF 2.0 Diesel Portfolio,Jaguar,2017,3200000,45000,Diesel
5617,Safari Storme EX,Tata,2015,503000,110000,Diesel
5618,XC40 D4 Inscription BSIV,Volvo,2019,3800000,20000,Diesel
5619,Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol
5620,Wagon R LXI,Maruti,2013,225000,58343,Petrol
5621,Baleno Alpha 1.3,Maruti,2018,740000,38817,Diesel
5622,Jazz VX,Honda,2016,550000,56494,Petrol
5623,Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,750000,79328,Diesel
5624,Swift AMT VVT VXI,Maruti,2019,650000,5621,Petrol
5625,Etios VX,Toyota,2017,625000,25538,Petrol
5626,Swift AMT ZXI,Maruti,2018,600000,69779,Petrol
5627,Grand i10 1.2 CRDi Sportz,Hyundai,2017,450000,56290,Diesel
5628,X4 M Sport X xDrive20d,BMW,2019,5400000,7500,Diesel
5629,X4 M Sport X xDrive20d,BMW,2019,5500000,8500,Diesel
5630,Amaze V CVT Petrol BSIV,Honda,2019,779000,7032,Petrol
5631,Rapid 1.6 MPI AT Elegance,Skoda,2016,645000,11000,Petrol
5632,V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel
5633,Swift VDI,Maruti,2013,335000,90000,Diesel
5634,Swift Dzire VXI,Maruti,2016,488000,80000,Petrol
5635,SX4 Zxi with Leather BSIII,Maruti,2008,111000,110000,Petrol
5636,Ciaz VDi Plus,Maruti,2015,600000,70000,Diesel
5637,Swift VXI,Maruti,2020,570000,5000,Petrol
5638,Santro Xing XS,Hyundai,2007,110000,75000,Petrol
5639,Swift ZXI,Maruti,2014,434999,50000,Petrol
5640,EON Era Plus,Hyundai,2014,229999,70000,Petrol
5641,Terrano XL Plus 85 PS,Nissan,2014,490000,90000,Diesel
5642,Swift Dzire VXi,Maruti,2011,300000,100000,Petrol
5643,Beat LT,Chevrolet,2017,350000,90000,Petrol
5644,WR-V i-VTEC VX,Honda,2019,580000,35000,Petrol
5645,Indigo CS eLX BS IV,Tata,2017,385000,155000,Diesel
5646,Santro Magna,Hyundai,2019,434999,19500,Petrol
5647,Fortuner 2.8 4WD MT BSIV,Toyota,2018,3200000,50000,Diesel
5648,i20 Asta Option 1.2,Hyundai,2015,495000,30000,Petrol
5649,i20 Asta Option 1.4 CRDi,Hyundai,2016,575000,53000,Diesel
5650,Indigo CS LX (TDI) BS-III,Tata,2013,200000,120000,Diesel
5651,Verito 1.5 D2 BSIV,Mahindra,2012,140000,120000,Diesel
5652,Fiesta Classic 1.4 Duratorq CLXI,Ford,2012,300000,64000,Diesel
5653,Sail 1.2 LS ABS,Chevrolet,2015,350000,50000,Petrol
5654,Indigo CS LX (TDI) BS-III,Tata,2015,250000,80000,Diesel
5655,Manza Club Class Quadrajet90 VX,Tata,2013,280000,80000,Diesel
5656,Xcent 1.2 VTVT S,Hyundai,2017,600000,5000,Petrol
5657,Verna 1.6 VTVT S Option,Hyundai,2015,700000,25000,Petrol
5658,City i DTec V,Honda,2014,560000,72000,Diesel
5659,Swift VDI BSIV W ABS,Maruti,2016,565000,72000,Diesel
5660,Lodgy World Edition 110PS,Renault,2017,880000,65000,Diesel
5661,Bolero DI AC BSIII,Mahindra,2005,250000,80000,Diesel
5662,Bolero 2011-2019 Plus AC,Mahindra,2016,550000,120000,Diesel
5663,Xcent 1.2 CRDi E,Hyundai,2018,530000,60000,Diesel
5664,XUV500 W6 2WD,Mahindra,2013,750000,110000,Diesel
5665,Alto 800 LXI,Maruti,2017,310000,35000,Petrol
5666,Ertiga ZDI,Maruti,2014,620000,130000,Diesel
5667,Swift VDI,Maruti,2013,400000,188000,Diesel
5668,Indica V2 DLX,Tata,2008,67000,80000,Diesel
5669,Figo 1.5D Titanium MT,Ford,2015,480000,80000,Diesel
5670,Omni MPI STD BSIII 8-STR W/ IMMOBILISER,Maruti,2008,110000,48676,Petrol
5671,Santro Xing XL eRLX Euro II,Hyundai,2006,105000,60000,Petrol
5672,GO Plus Anniversary Edition,Datsun,2018,475000,40000,Petrol
5673,Etios Liva GD,Toyota,2012,275000,120000,Diesel
5674,Indica DLX,Tata,2003,40000,70000,Diesel
5675,Alto 800 VXI,Maruti,2018,300000,15000,Petrol
5676,Alto LXi,Maruti,2007,100000,70000,Petrol
5677,Indica Vista Terra TDI BSIII,Tata,2011,70000,80000,Diesel
5678,EcoSport 1.5 TDCi Titanium BSIV,Ford,2017,900000,60000,Diesel
5679,Etios 1.4 VXD,Toyota,2017,650000,120000,Diesel
5680,Santro DX,Hyundai,2003,55000,120000,Petrol
5681,Zen LXI,Maruti,2000,50000,180000,Petrol
5682,Grand i10 Asta,Hyundai,2016,550000,70000,Petrol
5683,Duster 85PS Diesel RxL Optional,Renault,2013,475000,250000,Diesel
5684,Santro Era,Hyundai,2019,425000,15000,Petrol
5685,Ciaz ZDi Plus SHVS,Maruti,2017,900000,65000,Diesel
5686,i20 Sportz 1.2,Hyundai,2015,516000,90000,Petrol
5687,Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,Tata,2011,150000,70000,Petrol
5688,Wagon R LXI BS IV,Maruti,2016,400000,30000,Petrol
5689,Scorpio S4 Plus,Mahindra,2016,800000,79500,Diesel
5690,Santro Xing XS,Hyundai,2007,165000,90000,Petrol
5691,Terrano XL 85 PS,Nissan,2015,1000000,110000,Diesel
5692,Swift Dzire VDI,Maruti,2015,440000,110000,Diesel
5693,Verna 1.6 SX CRDi (O),Hyundai,2011,390000,153000,Diesel
5694,Fiesta 1.4 Duratec ZXI,Ford,2008,136000,200185,Petrol
5695,Swift Dzire ZDI,Maruti,2013,475000,149000,Diesel
5696,Figo 1.5D Titanium MT,Ford,2016,515000,100000,Diesel
5697,Venture EX 7 Str,Tata,2012,175000,90000,Diesel
5698,SX4 ZDI Leather,Maruti,2012,380000,80000,Diesel
5699,Etios Liva GD SP,Toyota,2012,405000,150000,Diesel
5700,Ignis 1.2 Delta BSIV,Maruti,2018,535000,12000,Petrol
5701,i10 Magna,Hyundai,2011,215000,40000,Petrol
5702,Zen LXI,Maruti,1997,70000,100000,Petrol
5703,Grand i10 1.2 Kappa Magna BSIV,Hyundai,2017,445000,27000,Petrol
5704,Wagon R VXI BS IV,Maruti,2015,335000,120000,Petrol
5705,Bolero 2011-2019 ZLX,Mahindra,2015,600000,80000,Diesel
5706,Eeco 5 Seater AC BSIV,Maruti,2014,300000,49025,Petrol
5707,Nano Twist XE,Tata,2015,110000,15000,Petrol
5708,Alto K10 LXI,Maruti,2014,240000,90000,Petrol
5709,Tiago 1.2 Revotron XE,Tata,2016,300000,90000,Petrol
5710,7 Series 730Ld,BMW,2010,2000000,90000,Diesel
5711,Indica V2 DLE BSII,Tata,2007,50000,80000,Diesel
5712,Tavera B1-10 seats BSII,Chevrolet,2009,295000,195000,Diesel
5713,Scorpio 2.6 CRDe,Mahindra,2006,310000,90000,Diesel
5714,800 AC,Maruti,1997,29999,80000,Petrol
5715,City i VTEC VX Option BL,Honda,2016,925000,22000,Petrol
5716,Vitara Brezza LDi Option,Maruti,2016,640000,70000,Diesel
5717,Swift Dzire 1.2 Vxi BSIV,Maruti,2012,350000,35000,Petrol
5718,Swift Dzire VXI,Maruti,2013,385000,120000,Petrol
5719,Swift Dzire VDI,Maruti,2013,409999,100000,Diesel
5720,XUV500 AT W10 AWD,Mahindra,2016,1300000,40000,Diesel
5721,Fiesta 1.6 Duratec EXI,Ford,2009,210000,60000,Petrol
5722,Scorpio SLX 2.6 Turbo 8 Str,Mahindra,2007,300000,110000,Diesel
5723,Scorpio 2006-2009 LX 2.6 Turbo 9 Str,Mahindra,2008,450000,112000,Diesel
5724,Figo Diesel ZXI,Ford,2011,170000,70000,Diesel
5725,City i DTEC VX,Honda,2014,650000,140000,Diesel
5726,Esteem AX,Maruti,1997,125000,94000,Petrol
5727,Alto LXi,Maruti,2012,145000,70000,Petrol
5728,Polo 2015-2019 1.5 TDI Highline Plus,Volkswagen,2018,681000,27000,Diesel
5729,City i DTEC VX,Honda,2015,635000,173000,Diesel
5730,Alto LXi BSIII,Maruti,2010,140000,80000,Petrol
5731,City i DTec VX,Honda,2016,750000,86000,Diesel
5732,City i DTEC V,Honda,2015,611000,80000,Diesel
5733,Alto LXi,Maruti,2007,110000,120000,Petrol
5734,Wagon R AX BSIII,Maruti,2006,100000,100000,Petrol
5735,Indica Vista Quadrajet VX Tech,Tata,2014,225000,120000,Diesel
5736,Verna Transform CRDi VGT SX ABS,Hyundai,2010,250000,190000,Diesel
5737,Scorpio EX,Mahindra,2011,385000,120000,Diesel
5738,Alto LXi,Maruti,2012,135000,70000,Petrol
5739,Alto LX,Maruti,2006,65000,100000,Petrol
5740,Alto K10 VXI,Maruti,2016,260000,120000,Petrol
5741,Swift Dzire VDI,Maruti,2014,465000,120000,Diesel
5742,Swift 1.3 VXi,Maruti,2007,150000,80000,Petrol
5743,KUV 100 mFALCON G80 K8 Dual Tone,Mahindra,2017,430000,20000,Petrol
5744,i20 Asta,Hyundai,2009,200000,81000,Petrol
5745,Beat LS,Chevrolet,2011,125000,90000,Petrol
5746,800 Std,Maruti,2001,45000,60000,Petrol
5747,Beat LS,Chevrolet,2012,124000,40000,Petrol
5748,Indica GLS BS IV,Tata,2007,80000,80000,Petrol
5749,Ertiga VXI CNG Limited Edition,Maruti,2014,545000,35000,CNG
5750,Ertiga ZDI Plus,Maruti,2019,1050000,20000,Diesel
5751,Sail 1.2 LS,Chevrolet,2015,200000,50000,Petrol
5752,XUV500 AT W10 FWD,Mahindra,2015,1100000,77000,Diesel
5753,XUV500 W6 2WD,Mahindra,2014,750000,50000,Diesel
5754,Tiago 1.2 Revotron XZ,Tata,2016,425000,13500,Petrol
5755,Alto 800 LXI Optional,Maruti,2016,300000,38000,Petrol
5756,Ertiga ZDI Plus,Maruti,2019,1200000,14000,Diesel
5757,Civic 1.8 V MT,Honda,2009,240000,70000,Petrol
5758,KUV 100 mFALCON D75 K8,Mahindra,2016,450000,55000,Diesel
5759,Wagon R LXI,Maruti,2006,80000,150000,Petrol
5760,Bolero 2011-2019 SLX 2WD BSIII,Mahindra,2013,500000,160000,Diesel
5761,Sail Hatchback Diesel Base,Chevrolet,2013,295000,50000,Diesel
5762,Indigo CS LE (TDI) BS-III,Tata,2008,100000,120000,Diesel
5763,Verna 1.6 SX,Hyundai,2013,700000,76460,Diesel
5764,Figo Diesel Titanium,Ford,2011,180000,125000,Diesel
5765,Verito 1.5 D2 BSIII,Mahindra,2012,225000,110000,Diesel
5766,EON Era Plus,Hyundai,2017,310000,25000,Petrol
5767,City i DTEC SV,Honda,2015,625000,30000,Diesel
5768,i10 Magna LPG,Hyundai,2013,275000,70000,LPG
5769,i10 Era,Hyundai,2013,245000,110000,Petrol
5770,Zen Estilo VXI BSIV,Maruti,2010,160000,200000,Petrol
5771,EON Era Plus,Hyundai,2014,250000,80000,Petrol
5772,Amaze E i-Dtech,Honda,2014,450000,76000,Diesel
5773,Indica V2 DLS,Tata,2007,85000,150000,Diesel
5774,Innova Crysta 2.4 VX MT BSIV,Toyota,2018,1938000,35000,Diesel
5775,i20 2015-2017 Magna 1.2,Hyundai,2016,550000,40000,Petrol
5776,EcoSport 1.5 TDCi Trend Plus BSIV,Ford,2015,551000,110000,Diesel
5777,Xcent 1.2 VTVT E,Hyundai,2019,500000,60000,Petrol
5778,Amaze S i-VTEC,Honda,2018,585000,15000,Petrol
5779,Accent Executive,Hyundai,2013,172000,120000,Petrol
5780,Verna 1.6 SX,Hyundai,2012,360000,100000,Diesel
5781,Tiago 1.05 Revotorq XT Option,Tata,2017,350000,24000,Diesel
5782,EcoSport 1.5 Diesel Trend Plus BSIV,Ford,2018,700000,53000,Diesel
5783,Alto LXi,Maruti,2011,148000,40000,Petrol
5784,Eeco CNG HTR 5-STR,Maruti,2016,330000,47370,CNG
5785,Octavia Ambiente 1.9 TDI MT,Skoda,2007,110000,120000,Diesel
5786,Swift VDI Windsong Limited edition,Maruti,2015,450000,100000,Diesel
5787,Captiva LT,Chevrolet,2009,260000,80000,Diesel
5788,i10 Sportz,Hyundai,2011,200000,91000,Petrol
5789,Alto K10 LXI CNG,Maruti,2019,430000,20000,CNG
5790,Scorpio SLE BSIII,Mahindra,2013,550000,80000,Diesel
5791,Ritz LDi,Maruti,2013,245000,80000,Diesel
5792,Eeco CNG 5 Seater AC BSIV,Maruti,2016,320000,80000,CNG
5793,Accent GLE CNG,Hyundai,2008,120000,110000,CNG
5794,Elantra CRDi SX,Hyundai,2013,615000,120000,Diesel
5795,Superb Elegance 2.0 TDI CR AT,Skoda,2013,600000,90000,Diesel
5796,Passat 1.8 TSI MT,Volkswagen,2010,300000,120000,Petrol
5797,Figo 1.5D Trend MT,Ford,2016,400000,45217,Diesel
5798,Creta 1.6 CRDi AT SX Plus,Hyundai,2017,1000000,60000,Diesel
5799,Sonata 2.4 GDi MT,Hyundai,2012,525000,70000,Petrol
5800,Grande Punto 1.3 Emotion (Diesel),Fiat,2013,300000,133000,Diesel
5801,Grande Punto 1.3 Emotion (Diesel),Fiat,2011,220000,117000,Diesel
5802,XUV500 W8 4WD,Mahindra,2015,850000,173000,Diesel
5803,City 1.5 V MT,Honda,2011,500000,35000,Petrol
5804,Accent GLE,Hyundai,2003,59000,70000,Petrol
5805,Alto LX,Maruti,2011,130000,60000,Petrol
5806,Polo 1.2 MPI Comfortline,Volkswagen,2016,375000,120000,Petrol
5807,Fiesta 1.4 SXi TDCi,Ford,2009,180000,163000,Diesel
5808,Polo Diesel Trendline 1.2L,Volkswagen,2011,220000,222300,Diesel
5809,Innova 2.5 EV (Diesel) PS 7 Seater BS IV,Toyota,2013,625000,100000,Diesel
5810,Ritz LDi,Maruti,2013,295000,120000,Diesel
5811,Swift VDI BSIV,Maruti,2011,350000,160000,Diesel
5812,Sumo MKII Turbo 2.0 LX,Tata,2010,235000,90000,Diesel
5813,Sonata 2.4 GDi MT,Hyundai,2012,500000,330000,Petrol
5814,Swift VVT VXI,Maruti,2017,509999,20000,Petrol
5815,Alto 800 LXI CNG,Maruti,2020,370000,16000,CNG
5816,Grand i10 Sportz,Hyundai,2016,370000,30000,Petrol
5817,Swift 1.3 VXi,Maruti,2009,180000,50000,Petrol
5818,Quanto C8,Mahindra,2012,300000,210000,Diesel
5819,i10 Sportz 1.1L,Hyundai,2015,350000,20000,Petrol
5820,KWID 1.0 RXT Optional,Renault,2018,395000,20000,Petrol
5821,Innova 2.5 G (Diesel) 8 Seater,Toyota,2015,850000,100000,Diesel
5822,Innova 2.5 VX (Diesel) 7 Seater,Toyota,2015,1150000,40000,Diesel
5823,XF 3.0 Litre S Premium Luxury,Jaguar,2016,3500000,35000,Diesel
5824,Vento Diesel Highline,Volkswagen,2012,280000,120000,Diesel
5825,TUV 300 T10,Mahindra,2018,775000,50000,Diesel
5826,Verna 1.6 SX,Hyundai,2012,420000,100000,Diesel
5827,City 1.5 V MT Exclusive,Honda,2010,310000,91000,Petrol
5828,Compass 2.0 Longitude Option BSIV,Jeep,2017,1550000,50000,Diesel
5829,Linea 1.3 Multijet Active,Fiat,2015,375000,67000,Diesel
5830,Grand i10 Sportz,Hyundai,2015,500000,40000,Petrol
5831,Ritz ZDi,Maruti,2013,300000,100000,Diesel
5832,City 2017-2020 GXi,Honda,2008,155000,120000,Petrol
5833,Swift Dzire LDI,Maruti,2013,350000,185000,Diesel
5834,XUV500 AT W6 2WD,Mahindra,2016,950000,75000,Diesel
5835,Grand i10 CRDi Magna,Hyundai,2015,350000,80000,Diesel
5836,D-Max V-Cross Z Prestige,Isuzu,2019,1900000,30000,Diesel
5837,Nexon 1.2 Revotron XM,Tata,2020,537000,5000,Petrol
5838,Polo 2015-2019 1.0 MPI Comfortline,Volkswagen,2019,585000,10000,Petrol
5839,Santro LP - Euro II,Hyundai,2002,56000,60000,Petrol
5840,Ertiga VDI,Maruti,2012,350000,140000,Diesel
5841,Elite i20 Sportz Plus BSIV,Hyundai,2019,700000,19000,Petrol
5842,Ertiga SHVS VDI,Maruti,2017,849000,44600,Diesel
5843,Polo GT TSI BSIV,Volkswagen,2014,574000,28080,Petrol
5844,i20 Magna 1.2,Hyundai,2014,484999,28800,Petrol
5845,KWID RXT,Renault,2018,360000,21900,Petrol
5846,Polo GT TSI BSIV,Volkswagen,2014,575000,28100,Petrol
5847,City i DTEC S,Honda,2014,550000,110000,Diesel
5848,i20 Asta 1.4 CRDi,Hyundai,2016,700000,100000,Diesel
5849,Swift Dzire AMT VDI,Maruti,2019,825000,7673,Diesel
5850,Wagon R LXI Minor,Maruti,2008,114999,100000,Petrol
5851,Manza Aqua Safire,Tata,2009,150000,75000,Petrol
5852,Swift Dzire AMT ZDI Plus,Maruti,2018,851000,50000,Diesel
5853,Verna 1.4 VTVT,Hyundai,2014,550000,40000,Petrol
5854,Ertiga SHVS VDI,Maruti,2016,890000,40000,Diesel
5855,i20 1.2 Magna,Hyundai,2012,265000,100000,Petrol
5856,Scorpio 1.99 S10,Mahindra,2014,900000,110000,Diesel
5857,Beat Diesel LS,Chevrolet,2013,210000,96272,Diesel
5858,3 Series 320d Prestige,BMW,2015,1650000,74000,Diesel
5859,Innova 2.5 EV Diesel MS 7 Str BSIII,Toyota,2011,750000,168000,Diesel
5860,Aspire Titanium BSIV,Ford,2019,675000,7000,Petrol
5861,i20 Active 1.4 SX with AVN,Hyundai,2017,715000,60000,Diesel
5862,Indigo CS eVX,Tata,2013,227999,60000,Diesel
5863,Wagon R VXI BS IV,Maruti,2015,400000,22500,Petrol
5864,Vitara Brezza ZDi AMT,Maruti,2020,925000,7400,Diesel
5865,Swift Dzire VXi,Maruti,2011,275000,70000,Petrol
5866,Wagon R LXI Minor,Maruti,2009,175000,67000,Petrol
5867,Fusion 1.4 TDCi Diesel,Ford,2009,155000,110000,Diesel
5868,SX4 VDI,Maruti,2012,325000,175000,Diesel
5869,Scorpio LX BSIV,Mahindra,2014,700000,120000,Diesel
5870,Indica V2 DiCOR DLG BS-III,Tata,2008,50000,120000,Diesel
5871,Scorpio LX,Mahindra,2012,450000,370000,Diesel
5872,Verna 1.6 SX CRDi (O),Hyundai,2014,645000,150360,Diesel
5873,Tigor 1.05 Revotorq XZ,Tata,2017,597000,15000,Diesel
5874,KWID AMT,Renault,2018,400000,30000,Petrol
5875,Swift Vdi BSIII,Maruti,2009,300000,150000,Diesel
5876,Swift VDI BSIV,Maruti,2015,573000,100000,Diesel
5877,Alto K10 LXI,Maruti,2011,180000,70000,Petrol
5878,Nano Lx,Tata,2011,70000,40000,Petrol
5879,Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2008,500000,154000,Diesel
5880,Accent GLS 1.6 ABS,Hyundai,2004,110000,110000,Petrol
5881,Ertiga VDI,Maruti,2013,450000,120000,Diesel
5882,Sumo Gold GX,Tata,2013,310000,145000,Diesel
5883,KUV 100 D75 K8,Mahindra,2017,400000,30000,Diesel
5884,Swift ZDi,Maruti,2014,390000,90000,Diesel
5885,Alto LXi,Maruti,2011,122000,110000,Petrol
5886,Scorpio 1.99 S4,Mahindra,2016,741000,70000,Diesel
5887,i20 1.4 CRDi Sportz,Hyundai,2012,330000,40000,Diesel
5888,Scorpio SLE BSIV,Mahindra,2010,300000,166000,Diesel
5889,i10 Sportz,Hyundai,2011,215000,100000,Petrol
5890,Wagon R LXI Minor,Maruti,2009,150000,75000,Petrol
5891,EON Era,Hyundai,2013,250000,42130,Petrol
5892,Ritz LXI,Maruti,2010,180000,53000,Petrol
5893,Zen LXI,Maruti,2006,150000,106000,Petrol
5894,Corolla DX,Toyota,2005,275000,96000,Petrol
5895,Baleno Sigma,Maruti,2019,556000,10000,Petrol
5896,Swift Dzire VXI Optional,Maruti,2016,550000,37000,Petrol
5897,XUV500 AT W9 2WD,Mahindra,2018,1500000,20000,Diesel
5898,Etios Liva 1.2 V Dual Tone,Toyota,2017,549000,35000,Petrol
5899,i20 2015-2017 Asta 1.2,Hyundai,2016,630000,50000,Petrol
5900,Bolero Pik-Up FB 1.7T,Mahindra,2020,679000,5000,Diesel
5901,Swift 1.3 ZXI,Maruti,2011,320000,85000,Petrol
5902,Creta 1.6 CRDi SX,Hyundai,2017,1125000,47000,Diesel
5903,Baleno Alpha 1.3,Maruti,2017,680000,71000,Diesel
5904,City i-DTEC ZX,Honda,2017,1050000,50000,Diesel
5905,Zest Quadrajet 1.3 XMS,Tata,2015,450000,57000,Diesel
5906,Wagon R VXI BS IV,Maruti,2010,210000,43000,Petrol
5907,Swift Dzire VDI,Maruti,2014,470000,60000,Diesel
5908,Swift Dzire VXI,Maruti,2014,470000,60000,Petrol
5909,i20 Asta 1.4 CRDi,Hyundai,2015,550000,40000,Diesel
5910,A-Star Vxi,Maruti,2011,204999,60000,Petrol
5911,City i VTEC CVT VX,Honda,2015,950000,30000,Petrol
5912,i20 Asta Option 1.4 CRDi,Hyundai,2015,550000,160000,Diesel
5913,Innova 2.5 E Diesel PS 7-Seater,Toyota,2007,270000,147500,Diesel
5914,Polo Diesel Trendline 1.2L,Volkswagen,2013,280000,90000,Diesel
5915,Ciaz ZDi Plus SHVS,Maruti,2015,630000,70000,Diesel
5916,City 2017-2020 EXi,Honda,2007,220000,70000,Petrol
5917,Xylo D4,Mahindra,2014,320000,120000,Diesel
5918,EON Era Plus,Hyundai,2013,225000,75000,Petrol
5919,City 1.5 V MT,Honda,2010,380000,85000,Petrol
5920,Swift Dzire VDi,Maruti,2012,380000,70000,Diesel
5921,Ameo 1.5 TDI Highline 16 Alloy,Volkswagen,2017,600000,29000,Diesel
5922,Endeavour 2.5L 4X2 MT,Ford,2014,620000,40000,Diesel
5923,Verna SX CRDi AT,Hyundai,2012,500000,90000,Diesel
5924,TUV 300 T8 AMT,Mahindra,2015,700000,40000,Diesel
5925,EcoSport 1.5 TDCi Titanium Plus BSIV,Ford,2015,550000,138000,Diesel
5926,Swift VDI Optional,Maruti,2016,600000,70000,Diesel
5927,Ameo 1.0 MPI Comfortline,Volkswagen,2019,550000,30000,Petrol
